timestamp,timestep,episode,reward,length,win,loss,avg_reward_100,win_rate_100
2026-01-11T14:11:05.390163,400,1,-87.0,100,0,0,-87.0,0.0
2026-01-11T14:11:05.391149,400,2,-89.0,100,0,0,-88.0,0.0
2026-01-11T14:11:05.391149,400,3,-93.0,100,0,0,-89.66666666666667,0.0
2026-01-11T14:11:05.392149,400,4,-90.4,100,0,0,-89.85,0.0
2026-01-11T14:11:06.055050,800,5,-97.3,100,0,0,-91.34,0.0
2026-01-11T14:11:06.056054,800,6,-95.7,100,0,0,-92.06666666666666,0.0
2026-01-11T14:11:06.056054,800,7,-90.0,100,0,0,-91.77142857142857,0.0
2026-01-11T14:11:06.057157,800,8,-93.0,100,0,0,-91.925,0.0
2026-01-11T14:11:06.742508,1200,9,-87.7,100,0,0,-91.45555555555556,0.0
2026-01-11T14:11:06.742508,1200,10,-93.0,100,0,0,-91.61,0.0
2026-01-11T14:11:06.743489,1200,11,-88.0,100,0,0,-91.28181818181818,0.0
2026-01-11T14:11:06.743489,1200,12,-93.0,100,0,0,-91.425,0.0
2026-01-11T14:11:07.517373,1600,13,-91.0,100,0,0,-91.39230769230768,0.0
2026-01-11T14:11:07.517373,1600,14,-97.2,100,0,0,-91.80714285714285,0.0
2026-01-11T14:11:07.517373,1600,15,-82.0,100,0,0,-91.15333333333334,0.0
2026-01-11T14:11:07.518963,1600,16,-90.0,100,0,0,-91.08125,0.0
2026-01-11T14:11:08.254949,2000,17,-87.0,100,0,0,-90.84117647058824,0.0
2026-01-11T14:11:08.254949,2000,18,-94.0,100,0,0,-91.01666666666667,0.0
2026-01-11T14:11:08.255949,2000,19,-91.0,100,0,0,-91.01578947368421,0.0
2026-01-11T14:11:08.255949,2000,20,-90.0,100,0,0,-90.965,0.0
2026-01-11T14:11:09.039123,2400,21,-88.0,100,0,0,-90.82380952380952,0.0
2026-01-11T14:11:09.040111,2400,22,-97.0,100,0,0,-91.10454545454546,0.0
2026-01-11T14:11:09.040111,2400,23,-94.0,100,0,0,-91.2304347826087,0.0
2026-01-11T14:11:09.041204,2400,24,-89.0,100,0,0,-91.1375,0.0
2026-01-11T14:11:09.823889,2800,25,-83.0,100,0,0,-90.81200000000001,0.0
2026-01-11T14:11:09.824875,2800,26,-82.0,100,0,0,-90.47307692307693,0.0
2026-01-11T14:11:09.824875,2800,27,-94.0,100,0,0,-90.60370370370372,0.0
2026-01-11T14:11:09.824875,2800,28,-89.0,100,0,0,-90.54642857142858,0.0
2026-01-11T14:11:10.595702,3200,29,-89.0,100,0,0,-90.49310344827587,0.0
2026-01-11T14:11:10.595702,3200,30,-103.0,100,0,0,-90.91000000000001,0.0
2026-01-11T14:11:10.596690,3200,31,-98.0,100,0,0,-91.13870967741936,0.0
2026-01-11T14:11:10.596690,3200,32,-91.0,100,0,0,-91.134375,0.0
2026-01-11T14:11:11.356724,3600,33,-85.0,100,0,0,-90.94848484848485,0.0
2026-01-11T14:11:11.356724,3600,34,-82.0,100,0,0,-90.68529411764706,0.0
2026-01-11T14:11:11.357712,3600,35,-92.1,100,0,0,-90.72571428571429,0.0
2026-01-11T14:11:11.357712,3600,36,-83.0,100,0,0,-90.51111111111112,0.0
2026-01-11T14:11:12.210713,4000,37,-84.0,100,0,0,-90.33513513513513,0.0
2026-01-11T14:11:12.211730,4000,38,-95.0,100,0,0,-90.4578947368421,0.0
2026-01-11T14:11:12.211730,4000,39,-90.0,100,0,0,-90.44615384615385,0.0
2026-01-11T14:11:12.212715,4000,40,-92.0,100,0,0,-90.485,0.0
2026-01-11T14:11:12.971978,4400,41,-99.0,100,0,0,-90.69268292682926,0.0
2026-01-11T14:11:12.971978,4400,42,-100.0,100,0,0,-90.91428571428571,0.0
2026-01-11T14:11:12.972962,4400,43,-86.0,100,0,0,-90.8,0.0
2026-01-11T14:11:12.972962,4400,44,-97.0,100,0,0,-90.94090909090909,0.0
2026-01-11T14:11:13.743009,4800,45,-102.7,100,0,0,-91.20222222222223,0.0
2026-01-11T14:11:13.743767,4800,46,-99.0,100,0,0,-91.37173913043479,0.0
2026-01-11T14:11:13.743767,4800,47,-91.0,100,0,0,-91.36382978723405,0.0
2026-01-11T14:11:13.744667,4800,48,-97.0,100,0,0,-91.48125,0.0
2026-01-11T14:11:16.843967,5200,49,-101.0,100,0,0,-91.67551020408165,0.0
2026-01-11T14:11:16.843967,5200,50,-104.0,100,0,0,-91.92200000000001,0.0
2026-01-11T14:11:16.844969,5200,51,-100.0,100,0,0,-92.08039215686276,0.0
2026-01-11T14:11:16.844969,5200,52,-88.0,100,0,0,-92.00192307692308,0.0
2026-01-11T14:11:17.624332,5600,53,-90.0,100,0,0,-91.96415094339623,0.0
2026-01-11T14:11:17.625351,5600,54,-91.0,100,0,0,-91.9462962962963,0.0
2026-01-11T14:11:17.625351,5600,55,-83.0,100,0,0,-91.78363636363638,0.0
2026-01-11T14:11:17.626333,5600,56,-87.0,100,0,0,-91.69821428571429,0.0
2026-01-11T14:11:18.391488,6000,57,-93.0,100,0,0,-91.72105263157896,0.0
2026-01-11T14:11:18.391488,6000,58,-95.0,100,0,0,-91.77758620689656,0.0
2026-01-11T14:11:18.393626,6000,59,-79.0,100,0,0,-91.56101694915255,0.0
2026-01-11T14:11:18.393626,6000,60,-84.0,100,0,0,-91.435,0.0
2026-01-11T14:11:19.172778,6400,61,-89.0,100,0,0,-91.39508196721312,0.0
2026-01-11T14:11:19.172778,6400,62,-101.0,100,0,0,-91.55000000000001,0.0
2026-01-11T14:11:19.174065,6400,63,-106.0,100,0,0,-91.77936507936508,0.0
2026-01-11T14:11:19.174065,6400,64,-89.0,100,0,0,-91.7359375,0.0
2026-01-11T14:11:19.960333,6800,65,-91.0,100,0,0,-91.72461538461539,0.0
2026-01-11T14:11:19.961340,6800,66,-104.5,100,0,0,-91.91818181818182,0.0
2026-01-11T14:11:19.962318,6800,67,-90.0,100,0,0,-91.88955223880598,0.0
2026-01-11T14:11:19.962318,6800,68,-68.0,100,0,0,-91.53823529411765,0.0
2026-01-11T14:11:20.766628,7200,69,-49.0,100,0,0,-90.92173913043479,0.0
2026-01-11T14:11:20.767628,7200,70,-61.0,100,0,0,-90.49428571428572,0.0
2026-01-11T14:11:20.767628,7200,71,-78.0,100,0,0,-90.31830985915494,0.0
2026-01-11T14:11:20.767628,7200,72,-77.0,100,0,0,-90.13333333333334,0.0
2026-01-11T14:11:21.543318,7600,73,-64.1,100,0,0,-89.77671232876713,0.0
2026-01-11T14:11:21.543318,7600,74,-84.0,100,0,0,-89.69864864864866,0.0
2026-01-11T14:11:21.544306,7600,75,-90.0,100,0,0,-89.70266666666667,0.0
2026-01-11T14:11:21.544306,7600,76,-85.0,100,0,0,-89.64078947368422,0.0
2026-01-11T14:11:22.364247,8000,77,-56.0,100,0,0,-89.20389610389611,0.0
2026-01-11T14:11:22.365247,8000,78,-59.0,100,0,0,-88.81666666666668,0.0
2026-01-11T14:11:22.365247,8000,79,-70.0,100,0,0,-88.57848101265823,0.0
2026-01-11T14:11:22.366507,8000,80,-59.0,100,0,0,-88.20875000000001,0.0
2026-01-11T14:11:22.599005,8104,81,-27.2,26,0,0,-87.45555555555556,0.0
2026-01-11T14:11:22.820686,8212,82,-44.6,53,0,0,-86.9329268292683,0.0
2026-01-11T14:11:22.880247,8240,83,-49.0,60,0,0,-86.47590361445785,0.0
2026-01-11T14:11:23.007632,8296,84,-19.2,21,0,0,-85.67500000000001,0.0
2026-01-11T14:11:23.204831,8400,85,-57.0,100,0,0,-85.33764705882353,0.0
2026-01-11T14:11:23.418233,8504,86,-61.0,100,0,0,-85.0546511627907,0.0
2026-01-11T14:11:23.693092,8640,87,-59.0,100,0,0,-84.75517241379312,0.0
2026-01-11T14:11:23.874973,8696,88,-49.0,100,0,0,-84.34886363636365,0.0
2026-01-11T14:11:24.090204,8800,89,-46.0,100,0,0,-83.91797752808989,0.0
2026-01-11T14:11:24.290989,8904,90,-56.4,100,0,0,-83.61222222222223,0.0
2026-01-11T14:11:24.553015,9040,91,-74.0,100,0,0,-83.50659340659341,0.0
2026-01-11T14:11:24.662206,9096,92,-59.0,100,0,0,-83.24021739130436,0.0
2026-01-11T14:11:24.858596,9188,93,-47.2,71,0,0,-82.85268817204302,0.0
2026-01-11T14:11:24.878618,9200,94,-62.0,100,0,0,-82.6308510638298,0.0
2026-01-11T14:11:25.048356,9280,95,-42.0,60,0,0,-82.20315789473685,0.0
2026-01-11T14:11:25.139690,9316,96,-13.8,9,0,0,-81.490625,0.0
2026-01-11T14:11:25.153913,9320,97,-21.0,30,0,0,-80.86701030927834,0.0
2026-01-11T14:11:25.238044,9352,98,-39.8,64,0,0,-80.44795918367346,0.0
2026-01-11T14:11:25.343042,9400,99,-18.0,20,0,0,-79.81717171717172,0.0
2026-01-11T14:11:25.444014,9444,100,-14.2,11,0,0,-79.161,0.0
2026-01-11T14:11:25.444014,9444,101,-28.4,32,0,0,-78.575,0.0
2026-01-11T14:11:25.761589,9588,102,-48.0,100,0,0,-78.16499999999999,0.0
2026-01-11T14:11:26.190660,9752,103,-51.0,100,0,0,-77.745,0.0
2026-01-11T14:11:26.390657,9844,104,-50.4,100,0,0,-77.34499999999998,0.0
2026-01-11T14:11:26.390657,9844,105,-54.0,100,0,0,-76.912,0.0
2026-01-11T14:11:26.703127,9988,106,-48.0,100,0,0,-76.435,0.0
2026-01-11T14:11:29.380115,10152,107,-41.6,100,0,0,-75.95100000000001,0.0
2026-01-11T14:11:29.582374,10244,108,-41.0,100,0,0,-75.431,0.0
2026-01-11T14:11:29.583400,10244,109,-42.6,100,0,0,-74.98,0.0
2026-01-11T14:11:29.886039,10388,110,-40.0,100,0,0,-74.45,0.0
2026-01-11T14:11:30.222070,10552,111,-42.0,100,0,0,-73.99000000000001,0.0
2026-01-11T14:11:30.405583,10644,112,-62.0,100,0,0,-73.68,0.0
2026-01-11T14:11:30.406568,10644,113,-44.0,100,0,0,-73.21,0.0
2026-01-11T14:11:30.684700,10788,114,-58.0,100,0,0,-72.818,0.0
2026-01-11T14:11:31.011711,10952,115,-53.0,100,0,0,-72.528,0.0
2026-01-11T14:11:31.204969,11044,116,-43.0,100,0,0,-72.05799999999999,0.0
2026-01-11T14:11:31.204969,11044,117,-40.0,100,0,0,-71.58800000000001,0.0
2026-01-11T14:11:31.465911,11172,118,-64.2,96,0,0,-71.28999999999999,0.0
2026-01-11T14:11:31.812368,11352,119,-43.0,100,0,0,-70.81,0.0
2026-01-11T14:11:31.996923,11444,120,-45.0,100,0,0,-70.35999999999999,0.0
2026-01-11T14:11:31.997941,11444,121,-44.4,100,0,0,-69.92399999999999,0.0
2026-01-11T14:11:32.100643,11496,122,-43.2,81,0,0,-69.386,0.0
2026-01-11T14:11:32.383768,11648,123,-32.8,74,0,0,-68.774,0.0
2026-01-11T14:11:32.752951,11844,124,-43.0,100,0,0,-68.314,0.0
2026-01-11T14:11:32.753936,11844,125,-40.0,100,0,0,-67.884,0.0
2026-01-11T14:11:32.851954,11896,126,-34.0,100,0,0,-67.40400000000001,0.0
2026-01-11T14:11:33.118368,12048,127,-40.0,100,0,0,-66.86399999999999,0.0
2026-01-11T14:11:33.299564,12144,128,-40.0,75,0,0,-66.37400000000001,0.0
2026-01-11T14:11:33.491882,12244,129,-35.0,100,0,0,-65.834,0.0
2026-01-11T14:11:33.591083,12296,130,-38.0,100,0,0,-65.184,0.0
2026-01-11T14:11:33.885101,12448,131,-41.0,100,0,0,-64.61399999999999,0.0
2026-01-11T14:11:34.072499,12544,132,-37.0,100,0,0,-64.07400000000001,0.0
2026-01-11T14:11:34.279217,12644,133,-36.0,100,0,0,-63.583999999999996,0.0
2026-01-11T14:11:34.380453,12696,134,-41.0,100,0,0,-63.174,0.0
2026-01-11T14:11:34.673239,12848,135,-58.0,100,0,0,-62.833,0.0
2026-01-11T14:11:34.861740,12944,136,-35.0,100,0,0,-62.353,0.0
2026-01-11T14:11:35.064430,13044,137,-33.0,100,0,0,-61.84299999999999,0.0
2026-01-11T14:11:35.160754,13096,138,-31.0,100,0,0,-61.202999999999996,0.0
2026-01-11T14:11:35.446589,13248,139,-33.0,100,0,0,-60.633,0.0
2026-01-11T14:11:35.636144,13344,140,-38.0,100,0,0,-60.093,0.0
2026-01-11T14:11:35.846558,13444,141,-34.7,100,0,0,-59.45,0.0
2026-01-11T14:11:35.951734,13496,142,-35.0,100,0,0,-58.79999999999999,0.0
2026-01-11T14:11:36.245655,13648,143,-31.0,100,0,0,-58.25,0.0
2026-01-11T14:11:36.427337,13744,144,-32.0,100,0,0,-57.6,0.0
2026-01-11T14:11:36.632611,13844,145,-45.0,100,0,0,-57.02300000000001,0.0
2026-01-11T14:11:36.726983,13896,146,-31.0,100,0,0,-56.34299999999999,0.0
2026-01-11T14:11:37.006417,14048,147,-31.0,100,0,0,-55.743,0.0
2026-01-11T14:11:37.185222,14144,148,-32.0,100,0,0,-55.093,0.0
2026-01-11T14:11:37.368978,14244,149,-29.0,100,0,0,-54.37300000000001,0.0
2026-01-11T14:11:37.460027,14296,150,-30.0,100,0,0,-53.633,0.0
2026-01-11T14:11:37.735837,14448,151,-30.0,100,0,0,-52.933,0.0
2026-01-11T14:11:37.918039,14544,152,-27.0,100,0,0,-52.323,0.0
2026-01-11T14:11:38.121764,14644,153,-25.0,100,0,0,-51.673,0.0
2026-01-11T14:11:38.228056,14696,154,-27.0,100,0,0,-51.032999999999994,0.0
2026-01-11T14:11:38.539654,14848,155,-23.0,100,0,0,-50.433,0.0
2026-01-11T14:11:38.743801,14944,156,-22.0,100,0,0,-49.783,0.0
2026-01-11T14:11:41.087926,15044,157,-23.0,100,0,0,-49.083,0.0
2026-01-11T14:11:41.193629,15096,158,-24.0,100,0,0,-48.37299999999999,0.0
2026-01-11T14:11:41.509307,15248,159,-25.0,100,0,0,-47.833,0.0
2026-01-11T14:11:41.724789,15344,160,-22.0,100,0,0,-47.213,0.0
2026-01-11T14:11:41.941601,15444,161,-22.0,100,0,0,-46.543,0.0
2026-01-11T14:11:42.046421,15496,162,-25.0,100,0,0,-45.782999999999994,0.0
2026-01-11T14:11:42.440294,15648,163,-24.0,100,0,0,-44.963,0.0
2026-01-11T14:11:42.762242,15744,164,-26.0,100,0,0,-44.333,0.0
2026-01-11T14:11:42.984141,15844,165,-24.0,100,0,0,-43.663000000000004,0.0
2026-01-11T14:11:43.103286,15896,166,-23.0,100,0,0,-42.848,0.0
2026-01-11T14:11:43.436998,16048,167,-25.0,100,0,0,-42.198,0.0
2026-01-11T14:11:43.642872,16144,168,-25.0,100,0,0,-41.768,0.0
2026-01-11T14:11:43.872489,16244,169,-23.0,100,0,0,-41.508,0.0
2026-01-11T14:11:43.983706,16296,170,-24.0,100,0,0,-41.138000000000005,0.0
2026-01-11T14:11:44.298267,16448,171,-22.0,100,0,0,-40.578,0.0
2026-01-11T14:11:44.485691,16544,172,-23.0,100,0,0,-40.038000000000004,0.0
2026-01-11T14:11:44.683526,16644,173,-22.0,100,0,0,-39.617,0.0
2026-01-11T14:11:44.779643,16696,174,-21.0,100,0,0,-38.987,0.0
2026-01-11T14:11:45.077215,16848,175,-23.0,100,0,0,-38.317,0.0
2026-01-11T14:11:45.276063,16944,176,-22.0,100,0,0,-37.687000000000005,0.0
2026-01-11T14:11:45.477441,17044,177,-25.0,100,0,0,-37.376999999999995,0.0
2026-01-11T14:11:45.577936,17096,178,-25.0,100,0,0,-37.037,0.0
2026-01-11T14:11:45.874707,17248,179,-25.0,100,0,0,-36.586999999999996,0.0
2026-01-11T14:11:46.064251,17344,180,-24.0,100,0,0,-36.236999999999995,0.0
2026-01-11T14:11:46.271509,17444,181,-21.0,100,0,0,-36.175,0.0
2026-01-11T14:11:46.371206,17496,182,-24.0,100,0,0,-35.968999999999994,0.0
2026-01-11T14:11:46.660598,17648,183,-22.0,100,0,0,-35.699,0.0
2026-01-11T14:11:46.851288,17744,184,-21.0,100,0,0,-35.717,0.0
2026-01-11T14:11:47.041389,17844,185,-21.0,100,0,0,-35.357,0.0
2026-01-11T14:11:47.136123,17896,186,-21.0,100,0,0,-34.957,0.0
2026-01-11T14:11:47.414193,18048,187,-24.0,100,0,0,-34.607,0.0
2026-01-11T14:11:47.594892,18144,188,-26.0,100,0,0,-34.376999999999995,0.0
2026-01-11T14:11:47.788868,18244,189,-25.0,100,0,0,-34.167,0.0
2026-01-11T14:11:47.882608,18296,190,-22.0,100,0,0,-33.823,0.0
2026-01-11T14:11:48.168859,18448,191,-23.0,100,0,0,-33.313,0.0
2026-01-11T14:11:48.366598,18544,192,-22.0,100,0,0,-32.943000000000005,0.0
2026-01-11T14:11:48.579514,18644,193,-24.0,100,0,0,-32.711,0.0
2026-01-11T14:11:48.686226,18696,194,-26.0,100,0,0,-32.351,0.0
2026-01-11T14:11:48.993809,18848,195,-24.0,100,0,0,-32.171,0.0
2026-01-11T14:11:49.188790,18944,196,-25.0,100,0,0,-32.283,0.0
2026-01-11T14:11:49.411080,19044,197,-21.0,100,0,0,-32.283,0.0
2026-01-11T14:11:49.523752,19096,198,-22.0,100,0,0,-32.105,0.0
2026-01-11T14:11:49.847586,19248,199,-22.0,100,0,0,-32.145,0.0
2026-01-11T14:11:50.070221,19344,200,-22.0,100,0,0,-32.223,0.0
2026-01-11T14:11:50.294191,19444,201,-24.0,100,0,0,-32.178999999999995,0.0
2026-01-11T14:11:50.409455,19496,202,-25.0,100,0,0,-31.949,0.0
2026-01-11T14:11:50.739377,19648,203,-22.0,100,0,0,-31.658999999999995,0.0
2026-01-11T14:11:50.940522,19744,204,-28.0,100,0,0,-31.435,0.0
2026-01-11T14:11:51.219507,19844,205,-26.0,100,0,0,-31.155,0.0
2026-01-11T14:11:51.329499,19896,206,-27.0,100,0,0,-30.945,0.0
2026-01-11T14:11:53.819185,20048,207,-25.0,100,0,0,-30.779,0.0
2026-01-11T14:11:54.019227,20144,208,-22.0,100,0,0,-30.588999999999995,0.0
2026-01-11T14:11:54.221724,20244,209,-22.0,100,0,0,-30.383000000000003,0.0
2026-01-11T14:11:54.324799,20296,210,-24.0,100,0,0,-30.223,0.0
2026-01-11T14:11:54.625623,20448,211,-22.0,100,0,0,-30.023000000000003,0.0
2026-01-11T14:11:54.813471,20544,212,-23.0,100,0,0,-29.633000000000003,0.0
2026-01-11T14:11:55.024617,20644,213,-24.0,100,0,0,-29.433000000000003,0.0
2026-01-11T14:11:55.128064,20696,214,-22.0,100,0,0,-29.072999999999997,0.0
2026-01-11T14:11:55.427498,20848,215,-22.0,100,0,0,-28.763,0.0
2026-01-11T14:11:55.631797,20944,216,-22.0,100,0,0,-28.553,0.0
2026-01-11T14:11:55.849208,21044,217,-20.0,100,0,0,-28.353,0.0
2026-01-11T14:11:55.955027,21096,218,-21.0,100,0,0,-27.921,0.0
2026-01-11T14:11:56.267061,21248,219,-22.0,100,0,0,-27.711000000000002,0.0
2026-01-11T14:11:56.461725,21344,220,-21.0,100,0,0,-27.471,0.0
2026-01-11T14:11:56.681570,21444,221,-21.0,100,0,0,-27.237,0.0
2026-01-11T14:11:56.786526,21496,222,-22.0,100,0,0,-27.025,0.0
2026-01-11T14:11:57.106106,21648,223,-23.0,100,0,0,-26.927,0.0
2026-01-11T14:11:57.309620,21744,224,-21.0,100,0,0,-26.706999999999997,0.0
2026-01-11T14:11:57.559549,21844,225,-24.0,100,0,0,-26.546999999999997,0.0
2026-01-11T14:11:57.685032,21896,226,-24.0,100,0,0,-26.447,0.0
2026-01-11T14:11:57.991683,22048,227,-25.0,100,0,0,-26.296999999999997,0.0
2026-01-11T14:11:58.191742,22144,228,-22.0,100,0,0,-26.116999999999997,0.0
2026-01-11T14:11:58.404037,22244,229,-26.0,100,0,0,-26.026999999999997,0.0
2026-01-11T14:11:58.510176,22296,230,-25.0,100,0,0,-25.897,0.0
2026-01-11T14:11:58.823938,22448,231,-25.0,100,0,0,-25.737,0.0
2026-01-11T14:11:59.024234,22544,232,-26.0,100,0,0,-25.627,0.0
2026-01-11T14:11:59.238947,22644,233,-27.0,100,0,0,-25.537,0.0
2026-01-11T14:11:59.348290,22696,234,-25.0,100,0,0,-25.377,0.0
2026-01-11T14:11:59.655959,22848,235,-24.0,100,0,0,-25.037,0.0
2026-01-11T14:11:59.933097,22944,236,-23.0,100,0,0,-24.916999999999998,0.0
2026-01-11T14:12:00.164849,23044,237,-23.0,100,0,0,-24.816999999999997,0.0
2026-01-11T14:12:00.262138,23096,238,-23.0,100,0,0,-24.737,0.0
2026-01-11T14:12:00.547465,23248,239,-23.6,100,0,0,-24.642999999999997,0.0
2026-01-11T14:12:00.737325,23344,240,-22.0,100,0,0,-24.482999999999997,0.0
2026-01-11T14:12:00.919069,23444,241,-23.0,100,0,0,-24.366,0.0
2026-01-11T14:12:01.016974,23496,242,-23.0,100,0,0,-24.246,0.0
2026-01-11T14:12:01.305964,23648,243,-22.0,100,0,0,-24.156,0.0
