timestamp,timestep,episode,reward,length,win,loss,avg_reward_100,win_rate_100
2026-01-11T14:10:46.899744,100,1,-88.0,100,0,0,-88.0,0.0
2026-01-11T14:10:47.019968,200,2,-88.0,100,0,0,-88.0,0.0
2026-01-11T14:10:47.178938,300,3,-91.7,100,0,0,-89.23333333333333,0.0
2026-01-11T14:10:47.330511,400,4,-92.0,100,0,0,-89.925,0.0
2026-01-11T14:10:47.472280,500,5,-90.2,100,0,0,-89.97999999999999,0.0
2026-01-11T14:10:47.613324,600,6,-98.0,100,0,0,-91.31666666666666,0.0
2026-01-11T14:10:47.753547,700,7,-97.0,100,0,0,-92.12857142857142,0.0
2026-01-11T14:10:47.910592,800,8,-96.0,100,0,0,-92.6125,0.0
2026-01-11T14:10:48.070720,900,9,-98.0,100,0,0,-93.21111111111111,0.0
2026-01-11T14:10:48.230053,1000,10,-90.0,100,0,0,-92.89,0.0
