timestamp,timestep,episode,reward,length,win,loss,avg_reward_100,win_rate_100
2026-01-14T08:09:23.007085,400,1,-95.0,100,0,0,-95.0,0.0
2026-01-14T08:09:23.008062,400,2,-87.0,100,0,0,-91.0,0.0
2026-01-14T08:09:23.008062,400,3,-95.0,100,0,0,-92.33333333333333,0.0
2026-01-14T08:09:23.009061,400,4,-86.0,100,0,0,-90.75,0.0
2026-01-14T08:09:23.588322,800,5,-96.0,100,0,0,-91.8,0.0
2026-01-14T08:09:23.588322,800,6,-91.3,100,0,0,-91.71666666666665,0.0
2026-01-14T08:09:23.589325,800,7,-89.0,100,0,0,-91.32857142857142,0.0
2026-01-14T08:09:23.589325,800,8,-96.0,100,0,0,-91.9125,0.0
2026-01-14T08:09:24.238810,1200,9,-87.0,100,0,0,-91.36666666666666,0.0
2026-01-14T08:09:24.238810,1200,10,-94.0,100,0,0,-91.63,0.0
2026-01-14T08:09:24.238810,1200,11,-90.0,100,0,0,-91.48181818181818,0.0
2026-01-14T08:09:24.240120,1200,12,-94.0,100,0,0,-91.69166666666666,0.0
2026-01-14T08:09:24.943154,1600,13,-88.0,100,0,0,-91.4076923076923,0.0
2026-01-14T08:09:24.944133,1600,14,-96.0,100,0,0,-91.73571428571428,0.0
2026-01-14T08:09:24.944133,1600,15,-79.0,100,0,0,-90.88666666666667,0.0
2026-01-14T08:09:24.944133,1600,16,-89.0,100,0,0,-90.76875,0.0
2026-01-14T08:09:25.413144,1864,17,-80.2,66,0,0,-90.1470588235294,0.0
2026-01-14T08:09:25.645938,2000,18,-91.0,100,0,0,-90.19444444444444,0.0
2026-01-14T08:09:25.645938,2000,19,-85.0,100,0,0,-89.92105263157895,0.0
2026-01-14T08:09:25.646921,2000,20,-92.0,100,0,0,-90.025,0.0
2026-01-14T08:09:26.099238,2264,21,-119.0,100,0,0,-91.4047619047619,0.0
2026-01-14T08:09:26.344178,2400,22,-83.0,100,0,0,-91.02272727272727,0.0
2026-01-14T08:09:26.345183,2400,23,-87.0,100,0,0,-90.84782608695652,0.0
2026-01-14T08:09:26.345183,2400,24,-113.0,100,0,0,-91.77083333333333,0.0
2026-01-14T08:09:26.824335,2664,25,-95.0,100,0,0,-91.9,0.0
2026-01-14T08:09:27.083042,2800,26,-90.0,100,0,0,-91.82692307692308,0.0
2026-01-14T08:09:27.084043,2800,27,-113.0,100,0,0,-92.61111111111111,0.0
2026-01-14T08:09:27.084043,2800,28,-98.0,100,0,0,-92.80357142857143,0.0
2026-01-14T08:09:27.528145,3064,29,-90.0,100,0,0,-92.70689655172414,0.0
2026-01-14T08:09:27.791768,3200,30,-116.0,100,0,0,-93.48333333333333,0.0
2026-01-14T08:09:27.792752,3200,31,-119.0,100,0,0,-94.30645161290323,0.0
2026-01-14T08:09:27.792752,3200,32,-96.0,100,0,0,-94.359375,0.0
2026-01-14T08:09:28.394426,3464,33,-87.0,100,0,0,-94.13636363636364,0.0
2026-01-14T08:09:28.663853,3600,34,-93.0,100,0,0,-94.1029411764706,0.0
2026-01-14T08:09:28.664860,3600,35,-91.0,100,0,0,-94.01428571428572,0.0
2026-01-14T08:09:28.664860,3600,36,-101.0,100,0,0,-94.20833333333333,0.0
2026-01-14T08:09:29.130067,3864,37,-83.0,100,0,0,-93.9054054054054,0.0
2026-01-14T08:09:29.395584,4000,38,-94.0,100,0,0,-93.90789473684211,0.0
2026-01-14T08:09:29.395584,4000,39,-88.5,100,0,0,-93.76923076923077,0.0
2026-01-14T08:09:29.395584,4000,40,-85.0,100,0,0,-93.55,0.0
2026-01-14T08:09:30.031096,4264,41,-86.0,100,0,0,-93.36585365853658,0.0
2026-01-14T08:09:30.402429,4400,42,-89.5,100,0,0,-93.27380952380952,0.0
2026-01-14T08:09:30.402429,4400,43,-91.0,100,0,0,-93.22093023255815,0.0
2026-01-14T08:09:30.402429,4400,44,-90.0,100,0,0,-93.14772727272727,0.0
2026-01-14T08:09:31.020496,4664,45,-107.0,100,0,0,-93.45555555555555,0.0
2026-01-14T08:09:31.356050,4800,46,-89.0,100,0,0,-93.3586956521739,0.0
2026-01-14T08:09:31.357035,4800,47,-95.0,100,0,0,-93.3936170212766,0.0
2026-01-14T08:09:31.358036,4800,48,-85.0,100,0,0,-93.21875,0.0
2026-01-14T08:09:34.384368,5064,49,-84.0,100,0,0,-93.03061224489795,0.0
2026-01-14T08:09:34.750253,5200,50,-93.0,100,0,0,-93.03,0.0
2026-01-14T08:09:34.751596,5200,51,-99.0,100,0,0,-93.1470588235294,0.0
2026-01-14T08:09:34.751596,5200,52,-91.0,100,0,0,-93.10576923076923,0.0
2026-01-14T08:09:35.385161,5464,53,-101.0,100,0,0,-93.25471698113208,0.0
2026-01-14T08:09:35.660866,5600,54,-98.0,100,0,0,-93.3425925925926,0.0
2026-01-14T08:09:35.661821,5600,55,-106.0,100,0,0,-93.57272727272728,0.0
2026-01-14T08:09:35.661821,5600,56,-83.0,100,0,0,-93.38392857142857,0.0
2026-01-14T08:09:36.147544,5864,57,-94.0,100,0,0,-93.39473684210526,0.0
2026-01-14T08:09:36.400828,6000,58,-84.0,100,0,0,-93.23275862068965,0.0
2026-01-14T08:09:36.400828,6000,59,-101.0,100,0,0,-93.36440677966101,0.0
2026-01-14T08:09:36.400828,6000,60,-97.0,100,0,0,-93.425,0.0
2026-01-14T08:09:36.563060,6080,61,-56.8,54,0,0,-92.82459016393443,0.0
2026-01-14T08:09:36.599020,6088,62,-21.4,22,0,0,-91.67258064516129,0.0
2026-01-14T08:09:37.234180,6400,63,-112.0,100,0,0,-91.9952380952381,0.0
2026-01-14T08:09:37.234180,6400,64,-96.0,100,0,0,-92.0578125,0.0
2026-01-14T08:09:37.443226,6480,65,-81.0,100,0,0,-91.8876923076923,0.0
2026-01-14T08:09:37.472985,6488,66,-109.0,100,0,0,-92.14696969696969,0.0
2026-01-14T08:09:37.573012,6536,67,-34.8,34,0,0,-91.2910447761194,0.0
2026-01-14T08:09:38.039516,6776,68,-78.8,72,0,0,-91.10735294117647,0.0
2026-01-14T08:09:38.100933,6800,69,-94.0,100,0,0,-91.14927536231885,0.0
2026-01-14T08:09:38.258217,6880,70,-86.0,100,0,0,-91.07571428571428,0.0
2026-01-14T08:09:38.374504,6936,71,-93.0,100,0,0,-91.10281690140846,0.0
2026-01-14T08:09:38.948921,7176,72,-88.0,100,0,0,-91.05972222222222,0.0
2026-01-14T08:09:39.005321,7200,73,-90.0,100,0,0,-91.04520547945205,0.0
2026-01-14T08:09:39.166771,7280,74,-86.0,100,0,0,-90.97702702702703,0.0
2026-01-14T08:09:39.305120,7336,75,-83.0,100,0,0,-90.87066666666666,0.0
2026-01-14T08:09:39.812823,7576,76,-86.0,100,0,0,-90.80657894736842,0.0
2026-01-14T08:09:39.874352,7600,77,-81.0,100,0,0,-90.67922077922078,0.0
2026-01-14T08:09:40.057275,7680,78,-73.0,100,0,0,-90.45256410256411,0.0
2026-01-14T08:09:40.185022,7736,79,-71.0,100,0,0,-90.20632911392406,0.0
2026-01-14T08:09:40.410553,7840,80,-44.0,40,0,0,-89.62875,0.0
2026-01-14T08:09:40.538681,7900,81,-77.6,81,0,0,-89.48024691358026,0.0
2026-01-14T08:09:40.747206,8000,82,-70.0,100,0,0,-89.24268292682927,0.0
2026-01-14T08:09:41.008848,8136,83,-98.0,100,0,0,-89.34819277108434,0.0
2026-01-14T08:09:41.253482,8240,84,-78.0,100,0,0,-89.21309523809525,0.0
2026-01-14T08:09:41.392387,8300,85,-88.0,100,0,0,-89.19882352941177,0.0
2026-01-14T08:09:41.500587,8352,86,-52.8,54,0,0,-88.77558139534885,0.0
2026-01-14T08:09:41.525404,8356,87,-22.8,14,0,0,-88.01724137931035,0.0
2026-01-14T08:09:41.596158,8384,88,-31.2,36,0,0,-87.37159090909091,0.0
2026-01-14T08:09:41.644036,8400,89,-72.0,100,0,0,-87.19887640449438,0.0
2026-01-14T08:09:41.895690,8528,90,-31.4,32,0,0,-86.57888888888888,0.0
2026-01-14T08:09:42.128794,8636,91,-61.0,70,0,0,-86.2978021978022,0.0
2026-01-14T08:09:42.154885,8644,92,-60.0,65,0,0,-86.01195652173912,0.0
2026-01-14T08:09:42.386196,8752,93,-77.0,100,0,0,-85.91505376344085,0.0
2026-01-14T08:09:42.426206,8764,94,-10.6,3,0,0,-85.11382978723404,0.0
2026-01-14T08:09:42.486772,8788,95,-63.0,65,0,0,-84.88105263157894,0.0
2026-01-14T08:09:42.510989,8796,96,-35.0,40,0,0,-84.36145833333333,0.0
2026-01-14T08:09:42.674075,8868,97,-49.2,56,0,0,-83.99896907216494,0.0
2026-01-14T08:09:42.721389,8888,98,-31.2,31,0,0,-83.46020408163265,0.0
2026-01-14T08:09:42.798279,8920,99,-31.2,31,0,0,-82.93232323232323,0.0
2026-01-14T08:09:43.106076,9072,100,-58.3,71,0,0,-82.68599999999998,0.0
2026-01-14T08:09:43.319898,9172,101,-73.2,76,0,0,-82.46799999999999,0.0
